doc_id,year,doc_name_short,doc_name
3481,2011,Learning Linear Spatial-Numeric Associat,Learning Linear Spatial-Numeric Associations Improves Memory for Numbers
3482,2011,Neurophysiological Correlates of Visual ,Neurophysiological Correlates of Visual Statistical Learning in Adults and Children
3483,2011,Modeling Multitrial Free Recall with Unk,Modeling Multitrial Free Recall with Unknown Rehearsal Times
3484,2011,From Data Streams to Information Flow In,From Data Streams to Information Flow Information Exchange in Child-Parent Interaction
3485,2011,Gesturing by aphasic speakers how does i,Gesturing by aphasic speakers how does it compare
3486,2011,The computational costs of recipient des,The computational costs of recipient design and intention recognition in communication
3487,2011,Examining the Role of Object Size in Jud,Examining the Role of Object Size in Judgments of Lateral Separation
3488,2011,Hypothetical Cognition and Coalition Enf,Hypothetical Cognition and Coalition Enforcement Language Morality and Violence
3489,2011,Does retrieval require effort Effects of,Does retrieval require effort Effects of memory strength on pupil dilation
3490,2011,Forgetting Curves Emerge from Dynamics o,Forgetting Curves Emerge from Dynamics of Integrated Memory
3491,2011,Controlling Stable and Unstable Dynamic ,Controlling Stable and Unstable Dynamic Decision Making Environments
3492,2011,Spatial biases in understanding descript,Spatial biases in understanding descriptions of static scenes The role of reading and writing direction
3493,2011,Modeling Abstract Numeric Relations Usin,Modeling Abstract Numeric Relations Using Concrete Notations
3494,2011,Dont Stop Til You Get Enough Adaptive In,Dont Stop Til You Get Enough Adaptive Information Sampling in a Visuomotor Estimation Task
3495,2011,Modeling the Effect of Lexico-Syntactic ,Modeling the Effect of Lexico-Syntactic Gender on Spoken-Word Recognition
3496,2011,Exploring the Assistance Dilemma The Cas,Exploring the Assistance Dilemma The Case of Context Personalization
3497,2011,Can Sleep Enhance both Implicit and Expl,Can Sleep Enhance both Implicit and Explicit Processes
3498,2011,Does anchoring cause overconfidence only,Does anchoring cause overconfidence only in experts
3499,2011,Estimating the Unknown by the Hot Hand B,Estimating the Unknown by the Hot Hand Belief
3500,2011,Readiness-to-hand extended cognition and,Readiness-to-hand extended cognition and multifactality
3501,2011,Simplicity Effects in the Experience of ,Simplicity Effects in the Experience of Near-Miss
3502,2011,Estimating scene typicality from human r,Estimating scene typicality from human ratings and image features
3503,2011,Reward Prediction Error Signals are Meta,Reward Prediction Error Signals are Metarepresentational
3504,2011,Templatic features for modeling phoneme ,Templatic features for modeling phoneme acquisition
3505,2011,A computational theory of human perceptu,A computational theory of human perceptual mapping
3506,2011,Syntactic Biases in Intentionality Judgm,Syntactic Biases in Intentionality Judgments
3507,2011,Pretesting with Multiple-choice Question,Pretesting with Multiple-choice Questions Facilitates Learning
3508,2011,Implicit Racial Stereotypes may Temporar,Implicit Racial Stereotypes may Temporarily Shift after Reading a Story
3509,2011,Learning by Observing Tutorial Dialogue ,Learning by Observing Tutorial Dialogue versus Monologue Collaboratively or Alone
3510,2011,A neuroplausible computational model of ,A neuroplausible computational model of vision also exhibits asymmetry in developmental category learning
3511,2011,The evolution of irrational decision-mak,The evolution of irrational decision-making insights from non-human primates
3512,2011,Sex Differences in Brain Activation Duri,Sex Differences in Brain Activation During Virtual Navigation A Functional MRI Study
3513,2011,The Attentional Blink is Modulated by Fi,The Attentional Blink is Modulated by First Target Contrast Implications of an Attention Capture Hypothesis
3514,2011,Subitizing and Mathematics Performance i,Subitizing and Mathematics Performance in Early Childhood
3515,2011,The Influence of Writing Experiences on ,The Influence of Writing Experiences on Holistic Processing in Chinese Character Recognition
3516,2011,Computational Neuroscientific and Lifesp,Computational Neuroscientific and Lifespan Perspectives on the Exploration-Exploitation Dilemma
3517,2011,Improving Adaptive Learning Technology t,Improving Adaptive Learning Technology through the Use of Response Times
3518,2011,A Developmental Perspective on Order and,A Developmental Perspective on Order and Learning Temporal Effects on Cued Attention
3519,2011,The Impact of User Reviews on Older and ,The Impact of User Reviews on Older and Younger Adults Attitude towards Online Medication Information
3520,2011,Children posit hidden causes to explain ,Children posit hidden causes to explain causal variability
3521,2011,In the Eyes of the Beholder What Eye-Tra,In the Eyes of the Beholder What Eye-Tracking Reveals About Analogy-Making Strategies in Children and Adults
3522,2011,An Optimal Foraging Model of Human Visua,An Optimal Foraging Model of Human Visual Search
3523,2011,N-back Training Task Performance Analysi,N-back Training Task Performance Analysis and Model
3524,2011,Generics Are a Cognitive Default Evidenc,Generics Are a Cognitive Default Evidence From Sentence Processing
3525,2011,Scaling up from Micro Cognition to Macro,Scaling up from Micro Cognition to Macro Cognition Using SGOMS to build Macro Cognitive Models of Sociotechnical Work in ACT-R
3526,2011,Mind the Gap Dispositional Agency Facili,Mind the Gap Dispositional Agency Facilitates Toddlers Causal Representations
3527,2011,Probabilistic inferences under emotional,Probabilistic inferences under emotional stress
3528,2011,Bilinguals Have Different Hemispheric La,Bilinguals Have Different Hemispheric Lateralization in Visual Word Processing from Monolinguals
3529,2011,Explicit Bayesian Reasoning with Frequen,Explicit Bayesian Reasoning with Frequencies Probabilities and Surprisals
3530,2011,Individual differences in anchoring nume,Individual differences in anchoring numerical ability education and experience
3531,2011,Phones and phonemes are conceptual blend,Phones and phonemes are conceptual blends not cognitive letters
3532,2011,A Network Analysis Approach to Understan,A Network Analysis Approach to Understand Human-wayfinding Problem
3533,2011,New Approaches to the Problem of Concept,New Approaches to the Problem of Conceptual Change in the Learning of Science and Math
3534,2011,The Simpler the Better A New Challenge f,The Simpler the Better A New Challenge for Fair-Division Theory
3535,2011,I Do Know What You Think I Think Second-,I Do Know What You Think I Think Second-Order Theory Of Mind In Strategic Games Is Not That Difficult
3536,2011,Simulating Event-Related Potential Readi,Simulating Event-Related Potential Reading Data in a Neurally Plausible Parallel Distributed Processing Model
3537,2011,Generalized Event Knowledge in Logical M,Generalized Event Knowledge in Logical Metonymy Resolution
3538,2011,A Structural Complexity Measure for Pred,A Structural Complexity Measure for Predicting Human Planning Performance
3539,2011,How Long Have I Got Making Optimal Visit,How Long Have I Got Making Optimal Visit Durations in a Dual-Task Setting
3540,2011,A Causal Model Theory of Judgment,A Causal Model Theory of Judgment
3541,2011,Interactive Coin Addition How Hands Can ,Interactive Coin Addition How Hands Can Help Us Think
3542,2011,Modeling Social Information in Conflict ,Modeling Social Information in Conflict Situations through Instance-Based Learning Theory
3543,2011,The Dramatic Effect of Content on Childr,The Dramatic Effect of Content on Childrens Unless Reasoning Pragmatic Modulation or Reconstruction
3544,2011,Language comprehension is sensitive to c,Language comprehension is sensitive to changes in the reliability of lexical cues
3545,2011,Is the Centrality of Design History Func,Is the Centrality of Design History Function an Effect of Causal Knowledge
3546,2011,The Distribution of Repair in Dialogue,The Distribution of Repair in Dialogue
3547,2011,Modeling the Logarithmic-To-Linear Shift,Modeling the Logarithmic-To-Linear Shift In Representations Of Numerical Magnitudes
3548,2011,Storage and computation in syntax Eviden,Storage and computation in syntax Evidence from relative clause priming
3549,2011,When do we integrate spatial information,When do we integrate spatial information acquired by walking through environmental spaces
3550,2011,Infants Use Social Signals to Learn from,Infants Use Social Signals to Learn from Unfamiliar Referential Cues
3551,2011,Turn-boundary projection Looking ahead,Turn-boundary projection Looking ahead
3552,2011,Visual Search as a Combination of Automa,Visual Search as a Combination of Automatic and Attentive Processes
3553,2011,Quantifying the diversity of neural acti,Quantifying the diversity of neural activations in individual brain regions
3554,2011,Prepositions in and on retain aspects of,Prepositions in and on retain aspects of spatial meaning in abstract contexts
3555,2011,The Dispersion of Eye Movements During V,The Dispersion of Eye Movements During Visual Imagery is Related to Individual Differences in Spatial Imagery Ability
